video_name,clip_num,class
v_gMV5Mso7758,529,172
v__n0cR3Oshxg,816,103
v_nXVNITiaaTQ,435,87
v_s84BStnbfK8,632,63
v_bdC2YPVHGZM,526,141
v_ImXRDdhcCgs,800,21
v_DbZ0ns9s2X0,541,73
v_CIPSw35iF3k,742,16
v_pYb8jzB5vs0,727,177
v_xGpaEqbVgBI,149,14
v_MCnvxOLnbsg,159,136
v_ekgfptN7tQk,476,186
v_ksyr3tHc0Vs,143,48
v_Z9pWpZK4k2M,438,164
v_GVmGXTEm46s,287,119
v_UF2v4emX7rc,257,35
v_Tix8XrlBZxg,1249,169
v_cByxAZfw_hM,157,7
v_FRag7CCTP4k,232,64
v_SnFWB9NLFjY,810,180
v_09G6PvM5q9Y,608,31
v_hzU9--vcDMY,465,35
v_7Xl0K-revJc,509,20
v_0-kEI13BtcY,591,184
v_14X-i7vqXWU,790,34
v_n5RVQbgz1Rs,801,141
v_lQq_JPRFEMw,642,14
v_E4yf1mz4ij0,333,48
v_ztogHoQpE4A,197,198
v_nypn_gYS8Ik,227,28
v_9wH6BIpe9X4,287,51
v_FPbPkjLAEzs,245,84
v_XxM72xEvsjE,312,74
v_XQ0_P0LpCFM,618,141
v_V50vtrHboIE,684,140
v_s-kFpQRPcyE,488,68
v_674t-jyyKeg,64,138
v_aEAmMKa8iuM,252,102
v_U_ZW0tTvf0k,159,72
v_im-nQ-KEzaQ,402,36
v_0-igBOtXYeE,576,126
v_sJK-NjgOB6g,303,37
v_rq-Xyoo5Rs0,487,96
v_TrRsujPlt5w,236,129
v_ktYgm8bRK-g,452,140
v_0_BvBpwDMpU,177,23
v_ZzarNWOJnro,236,21
v_E1-eVfnNfXI,184,138
v_abWGVKYPffM,30,123
v_x2DTmwZa8yE,58,155
v_ol4ScGsyhbI,693,100
v_BD4i-g3U5Kw,678,161
v_00Dk03Jr70M,474,156
v_r1dvt537JQU,668,11
v_iYH0Ol3xIZU,260,97
v_nSuPseBeQI0,88,52
v_shLUZZS9oYc,194,191
v_ul9kg5QdvJo,226,138
v_9fh_ray_B80,208,58
v_Qm-XTJ-uG5s,262,93
v_gNFrILoB8LY,60,152
v_Kwhp0DNop9I,730,177
v_qHU7T2LBToI,735,34
v_iXaW8uyzBNs,717,153
v_DDwBAbeGejE,535,168
v_2n6MvpNewpI,287,152
v_MNSDK-vCwTM,314,134
v_g5-CU3qfSWY,263,19
v_GqCS5MNl6a4,363,169
v_wdsZn1Yu_5M,445,195
v_c3SJUucMqJQ,547,120
v_dsVvnFkGAn0,246,82
v_mfq5Y7S3BWs,378,25
v_FFCmoQp_xVA,253,88
v_xE9anOqq2XQ,478,24
v_nxs4o4S43oY,644,60
v_BNa85xIhNqA,407,144
v_fevlUD03yCM,325,199
v_zdaD55zVNdQ,193,13
v_9n_cwQLpo_c,191,183
v__4oBeoCuU7M,464,198
v_3NFWgG4_6NI,710,140
v_P_sjOVZiv6A,213,47
v_5WJL9eJ8YDw,258,48
v_gdr6iVHHYcU,403,5
v_hkpYSfc5Ewc,177,11
v_HVU5EmblAP8,325,159
v_Ls8ha6c0ye8,669,51
v_7Sfl-Fmr_3E,221,153
v_0Qed9-9yp9Q,653,76
v_szdKUpvx9Sk,625,158
v_ZYrQ-TSPQfU,549,167
v_L0K-WJuI1-I,509,45
v_AY2usHrPYL0,847,171
v_SIKxtWHWybU,32,127
v_UYFDYX4i2EY,453,83
v_36lphp9tnMk,565,32
v_XNzQVEmoJrY,304,63
v_l8boztVhl7w,861,27
v_gY-TqRhcWY8,126,189
v_okC18bPTils,335,177
v_UYcpD3r6Ol0,873,47
v_deuSw3RnNLU,792,150
v_ADy-2Y0jmXQ,872,0
v_E3h0UHRsSQk,351,178
v_WRXSn7DyaoI,528,70
v_P7lUYSLtErY,564,3
v_9wukG78Z0u8,319,145
v_memk6ryZCjE,683,17
v_xMImWgn3owc,355,54
v_vUuC72xikqw,803,117
v_avGe67wRvxA,126,5
v_mzxp9dHn0Rs,823,133
v_XKpx9fyNINg,728,6
v_ahVeDMNS9ws,779,31
v_7DY1vm9RiIk,615,105
v_3sAcnQxBchE,251,67
v_f2W1Mt04CIM,218,170
v_Bi3vlu17qp8,104,105
v_blCvgADz8LY,206,10
v_AXyRIyXqnzI,405,13
v_dyLGepr7VR0,534,1
v_VFvHqc5Bg-0,1303,183
v_yqBRp0txs-c,177,106
v_Y-1QkIGm81w,211,92
v_0xxl3iG3VKY,144,24
v_8_RfK2rp2To,351,19
v_zGwcX0S4DVA,385,114
v_Y76wuHBZgdU,140,143
v_enESbo2pA9U,464,183
v_q4jeW0iSA9Y,306,42
v_oQ_PwsBgozM,606,124
v_21krmbuT21s,216,61
v__AaSNARQPfE,751,6
v_x_BIktHkEc4,259,18
v_ta4QlTBHTTw,271,97
v_fVBXRUWEyoA,821,120
v_LW8UDBQ1yJc,691,52
v_QFz-keqof9g,135,181
v_hJKX5ZulTgI,284,107
v_Q8EoKJNm4mc,242,82
v_-h3NbdE8N9M,670,69
v_XP5Oqr1giQ4,456,112
v_KlJqjBqpnjw,351,175
v_Q_kqplOxytU,267,187
v_pibXLs9IOX8,642,121
v_vQ8NJRCSyb4,695,145
v_Jmip8PuILhM,133,154
v_iGuOr5KwLQ0,434,173
v_8VYre-lXqIo,641,97
v_deLpSUF1wio,26,40
v_ObU5as8-u-s,121,14
v_L2MfC4jcRo0,286,189
v__wl0vFvb8Bc,598,136
v_6GGQUpJR5qs,497,12
v_UzCeMCr0lM8,181,155
v_ZN9kbYULUtw,364,17
v_qlbuekEsXL4,99,113
v_Uk_VxavVjP0,195,171
v_C4QrTmNDADY,881,83
v_B6W_0AvgGTY,85,125
v_iZg4cUU6Hkc,381,95
v_8miqQQJEsO0,405,10
v_dQyZheN0Fw0,557,122
v_Ba3uRADSg50,545,193
v_bV4xdc71azY,793,151
v_7WfF6FrZEuU,134,77
v_wJV-kQRmaGc,73,62
v_43gst-Mw43s,234,174
v_8CAvjawFn3w,335,51
v_oqX-n2KHWAM,664,138
v_G_kJ-Af89ew,495,162
v_uGVkH6PjXLs,119,21
v_VcyO9tZ3NkY,462,131
v_Nkcc9kLDQz8,603,180
v_hrcSCXaNhmY,152,125
v_uXPm6SMQH1M,132,15
v_pIv2jZdHP0k,1679,166
v_IucYlH_gAic,198,187
v_36JC5C6I4sg,702,136
v_gIzsM5cv7XM,680,172
v_dHzX9NqyBZw,46,62
v_8LiO75NtXNw,699,7
v_kGLMybXl5Kk,431,6
v_Tvzd_WIvBU4,128,21
v__6fbXk6y8X0,355,84
v_SHT08nPhIb4,166,44
v_L6BxxvCbwpQ,153,143
v_l5qCvYE1-tA,101,64
v_P79nFNUaysw,229,56
v_JRg3W4xKvJI,679,43
v_KuyaO3brwBc,564,31
v_QkX8GFbwN7c,121,198
v_7MWFfqhKgIY,122,11
v_-4WdzYpCJPU,761,91
v_4uitkT3dDIM,489,24
v_6kUeZVukTEI,389,64
v_0PbmXOVIwGc,255,15
v_Ai6RYjJ97Zg,779,29
v_7VWp-Dfvqkg,348,18
v_p4Bm_NB_QoI,692,104
v_mhPpeG3LrUk,337,199
v_7t666Y8cLGk,107,59
v_FyxltEKCfZ0,254,0
v_WhOsURGm0Kg,49,106
v_X1E7i3ocxKY,639,73
v_aVHmi3Kjr_Q,208,124
v_tJSF2GAp9TU,251,11
v_mEjU4uJZccw,258,159
v_zGT6EplIOHY,512,133
v_QHd9bJOuvIU,321,131
v_gmFioIDX4X0,207,94
v_goXkohySkU8,98,125
v_TQ22icNBoSI,206,174
v_l9jSJaV0DA0,739,148
v_KKEyKFmatq0,422,133
v_BrnUW2LSJDI,126,179
v_FNB1BMEtIvw,687,183
v_JuC7EY32Spg,98,166
v_SQiIQDKhnh0,580,43
v_3dR4MEUDHa0,459,26
v_54chD8QFKyk,389,120
v_GKpeX_lWMgg,61,196
v_fHXgxSFDmJc,71,112
v_HxenZkvSkPc,712,75
v_ZPLbrQ391jg,1168,102
v_CqAJxW84FkU,823,21
v_SSqVGeD2XaQ,441,172
v_eGA5tbX8oH0,294,55
v_bM7Tgb1mJfc,243,91
v_v9vc_d-qFnk,180,11
v_8klHUzPHtQw,559,102
v_FCYdwCXRNVI,310,198
v_pxt1-L_-H74,838,1
v_IiG80Vp4WyY,630,20
v_jzl0Ar3H5f8,531,130
v_I637SOXSbHY,214,10
v_WlsVDIIo2dk,737,70
v_m8SFyH4vhik,315,54
v_kCOMyIb7f0Q,568,180
v_sOUNe30PXY4,7,126
v_i7rJN34TruM,170,93
v_yfPa5IKWTvU,842,34
v_BnkUgUQBED0,231,120
v_S7MZle1gPzI,114,196
v_WdNtrGxSm1Y,341,125
v_6tzQ5-VBgVU,596,173
v_WttP_X-aCEA,87,193
v_xhyCKLKaG0c,176,172
v_mc-1msYF8Xo,427,29
v_dI1RqUHyWYo,280,62
v_dJVWRkiRXHM,270,93
v_ApH2nZIq2tU,124,128
v_8qzR38WgsS8,473,102
v_f025sQGYfJM,623,124
v_IdEcXDZ4Cos,803,195
v_P3BkKdkf43I,271,63
v_Vh8RINfopdk,212,47
v_pt6XC-p_CFE,453,149
v_74EoyLUbtgI,640,77
v_0WVkoTBmhA0,479,185
v_Z-kXPcLsxBg,405,181
v_SEZvtGus0HU,616,186
v_OmE9IhdWFa0,460,186
v_puGw7gu96AM,201,113
v_xF7etZzLFbY,177,123
v_y0VZOcxbjRM,284,179
v_Ed9xVend710,889,196
v_N3UOyPU2t0E,613,106
v_p6ea3QpXryw,515,190
v_Relgb880pRI,476,16
v_CZGDWYYkO-U,434,165
v_dpUDMvzlwmI,417,105
v_09Kr5TQ9DHQ,365,180
v_YQiTt8b6N60,619,177
v_Y-UOZRZ01hI,156,198
v_7qjiHcYuq2Y,85,157
v_GSXP6BYeS-o,569,120
v_liK3LME0gNY,885,156
v_OHOi0ZSuDUg,559,159
v_w1qa9NOiFbE,533,80
v_iJzt1rvGiOc,706,31
v_h1bdAd1cXSw,100,62
v_tHhdS8t9ytI,330,0
v_5bZ2FdbAKiQ,411,54
v_Ni7Lqloy5Qc,652,57
v_1o-Fx2dGfpc,290,82
v_ynpvos7UFZo,750,146
v_-Cefl3S_L-w,288,192
v_S_CnkpTkjYQ,599,159
v_lGPUCwHjiK0,671,64
v_eJvOgEahkys,449,78
v_jjuitTS2cuM,133,75
v_mi6wetIKq2w,418,103
v_81F42Yyw_iY,198,19
v_CD8FFj8AJE0,444,57
v_aZQWCEejbk8,80,132
v_8WFB_LUOx4k,1150,121
v_OnfvTk_DECY,655,68
v_UeuZeIASSPw,401,42
v_jsxrJJkUl2E,838,172
v_9Tip00S7cFY,226,93
v_BwwjQZDn3NE,245,136
v_nXr1r26HZis,175,189
v_tETVZtWqdDs,347,199
v_cA2ZLOZcCyc,61,87
v_85DumZo8-ik,57,42
v_TbFqsEFrCB4,616,187
v_zxm4KYn7r8c,729,91
v_mdv8UW_871g,460,195
v_oeSyeZqlC1g,303,94
v_GhvNhbL2ivg,469,159
v_K1G84xfLr9s,198,17
v_B8WIh6PUjE0,402,184
v_bTC_MdhURLg,254,158
v_y1jyeWW-G4E,390,111
v_hUzsmIWojH0,438,64
v_RW-nnJiVPsU,300,198
v_k1WnO7UeBJ8,306,143
v_MkL-tApJgXc,250,0
v_crSMHcUkPcA,336,137
v_FhGOGbL-A84,178,108
v_Koxtbgzexmw,46,26
v_xC5RVs9mXyM,213,128
v_2RfasAe0-tA,158,70
v_rMes9poepAI,820,45
v_-5xWaBSwnjY,267,125
v_TJ98vfFChfI,236,21
v_sYKtWOfH6VQ,360,50
v_qRT0Z6Sz_Ck,817,173
v__Boy9qJLibI,533,35
v_IbYlWVA8Dh8,256,101
v_D84XQFQ4tsU,283,80
v_tQmsDeu1d6M,492,111
v_4WrU5OdkvY0,302,130
v_VOxaxr5LPiQ,847,140
v_W74AfHdwWhM,402,138
v_UCndppz9rWc,41,74
v_dAdCETrsDQw,776,4
v_Gl3okOVEwgg,403,58
v_VEDRmPt_-Ms,867,96
v_Dys_KC7uIzs,876,109
v_ayDqRzRN8_M,466,122
v_of4bEaqQzOk,744,6
v_n2sTs3k9G-U,498,101
v_O2Vd29Slt7g,219,116
v_--veKG73Di4,431,159
v_kK9k01CtXnE,249,131
v_q0L4clHNIbc,473,55
v_Nogr8GCIL9k,368,195
v_Bm6HrokioXU,395,46
v_kmtuO9Xdp-Y,774,92
v_FAPMunnTNsE,288,115
v_vt81bZ6_GcQ,645,30
v_HXCLDIk4pgI,447,55
v_GA8XzZTETPE,591,78
v_arhhcCWkAoM,236,76
v_DEVD2oszH48,270,96
v_8rypSctbfjU,847,73
v_-DTxZliHCTE,174,74
v_6Lh3yNFvskc,202,44
v_3Wjig_NRlnU,331,97
v_rG-WlnAoc3M,484,136
v_AZaSkc1gnhY,709,0
v_hoisfXCLJDQ,55,171
v_sOL5ksIFX50,166,122
v_J9OSz5iCwNU,178,173
v_ORVjNqVSLe0,1400,66
v_h9WOFfVGeAQ,125,33
v_NOxiMgQMeuk,488,73
v_tES39s-LJsQ,311,183
v_LrputIUn4oY,261,81
v_ivkkCEynzPs,284,198
v_JxN0fchWCNI,393,16
v_BsceC-igcTY,388,161
v_WMx0-3GZGUI,682,149
v_Vp63nbOfxgs,484,82
v_ZtfdFFYa8vY,275,75
v_jWuq6clN5q4,294,128
v_kLflIBGCNrc,380,30
v_7_xkhnbnI7M,882,120
v_3G3Zear4vog,55,5
v_Dx9wjBdbZ1M,160,131
v_fLvPz8W00l4,250,145
v_cxVbaN4GxxU,558,94
v_HjRevGoqqz0,660,46
v_1sp7zRy1Rxo,494,180
v_sMO2IlNgDuw,656,5
v_6EN1q4TmPtI,370,171
v_VO49rhXzhk4,581,53
v_sQtT9sUyUwE,34,115
v_TJFl99tLNWk,808,47
v_fI12XNNqldA,826,184
v_nnWJGghixr0,140,190
v_KHxBqZmSaJU,593,34
v_z4qaGiWt-bo,297,8
v_meMZuh8iNDs,533,110
v_IJUokB_p3Yo,346,138
v_cxFt88Cs-fs,684,41
v_xYt__nSK8NA,174,67
v_xMQcYD044z4,285,10
v_kUxz_SPi72U,268,118
v_nOJUyDGq_l0,736,116
v_PRkEpM8ffak,155,129
v_iM-HdlplAhw,83,193
v_H-hgVm5G54Y,548,28
v_fgBFlwM466w,713,187
v_xzoquwJYEZw,335,63
v_iOnlcEk50CM,310,52
v_3YDQ9wZtIgw,882,69
v_AElVyfjSHIo,563,160
v_nwBb-WkaCYU,204,163
v_tp0L6sR1qts,232,101
v_ocvKEzb7OaE,198,163
v_3lla2AaJgNA,79,9
v_E5SWUUNrHDU,548,60
v_19SHLOheCmo,865,97
v_Vq2mQvMp_c4,408,51
v_ntJk6Rj-lRA,671,143
v_v-qFJJx0bTs,380,192
v_J6-rLsT975U,804,55
v_hTx_y1ils70,815,129
v_3LrLgh2rlAM,55,10
v_X5Dsemc20pg,569,88
v_ptY-0n53uq0,308,160
v_Zq9jr2S5wGM,434,150
v_RWTLd_0BeAg,823,104
v_dH_gpSfaA6E,605,53
v_KB9sqtTJTZw,589,83
v_4_CcDjbCXBQ,537,133
v_QosVN26lb1g,61,139
v_84g4J1rxkQc,544,181
v_gDexNGeZln0,223,40
v_8KxL1itwI3Q,564,53
v_xNiYjTyCTtg,312,72
v_uwGcEaW3z3Q,41,10
v_BNQPVf2Ia5Y,435,191
v_EA58Fo2e0CI,294,176
v_XU8FzYcRat4,396,157
v_HVmZOfkh8Pk,209,14
v_TrFoFWXLMFg,168,66
v_AntmYynwbhQ,382,68
v_UkZiyYfO57g,635,180
v_IeqBzYDyHGQ,631,105
v_fRLDhkPqrTE,133,65
v_ouv2veXexVw,51,105
v_Pi5fonaOYTI,788,140
v_MvKhjWRNTvI,621,35
v_Zest0gXEWEc,211,71
v_5P-4_nS8euM,331,68
v_uqiooW1OAXU,491,114
v_FUrLg7FETWo,110,21
v_thgW2RT30qQ,761,76
v_a6lCnOqNaMY,117,24
v_2wUKu5UIHmI,376,5
v_J7GJKAoU0rE,791,144
v_uVHuVnv5XAk,210,42
v_UySzNwvkQKQ,288,46
v_dkP1In7K63Y,650,119
v_fpVaXCwccNk,120,76
v_nxyENrsY4mo,517,4
v_t6FuJ4L8sHY,321,133
v_HqxTRzf11tc,86,7
v_joehK-w2bCc,230,78
v_rSGgal9LtDk,793,29
v_TV8putYbiCU,461,119
v_7ftCKS5SCCk,689,166
v_8slE1UskRS4,647,116
v_moMisK3nGuY,319,15
v_SpEdr2o2TP0,742,51
v_nSgBX7D4XLA,268,179
v_dU4sCY0kHtk,467,70
v_yzmPtZyuo4s,255,64
v_jKPgBtesr74,330,150
v_PG-AK5fawJI,868,172
v_PgZ2e0H1ZVE,695,18
v_TIfAkOBMf5A,829,79
v_UZPSbNS1LU0,383,173
v_cNCkHqOnJV0,876,171
v_K4F8I74OM-Y,514,176
v_sGTDKZuG1vE,400,119
v_D_zM6YmlUnw,837,178
v_O8JVA-scYlM,504,29
v_knY08LrNyHg,700,85
v_xxvBR4zdV48,530,158
v_OtMNVvCSxVo,212,71
v_qJrJeICcevI,119,114
v_ASKSqeyhpgc,308,5
v_nLddpveoSHE,271,57
v_GLsIq3P-J3A,346,158
v_AbVuOBhG634,579,75
v_IZXFAoiSj0c,224,76
v_BCC6fxrmA9M,319,65
v_c6wINALtTvs,649,103
v_MGF7I9aCPPM,242,25
v_DR0hc7lT0hE,491,140
v_MY6o5ZObFLE,343,199
v_5HEunlL4nF0,232,93
v_bQ0L24YbGGI,301,78
v_paY7wXmzcTQ,200,182
v_PRTcRz--03E,648,159
v_jkWqhnD8hyQ,637,154
v_6aWTCiY3eww,132,114
v_7knqgoHxuGE,140,106
v_DpoIgaZ1m_U,809,17
v_nmMs1pWkiAU,205,17
v_SQncxXAlBFE,375,10
v_QZCBVJHF81w,448,136
v_6eQuZddoEcI,307,13
v_e6Ti5g_zQ_4,678,162
v_8ycO15nH8YM,697,149
v_xATeffo_kP4,722,189
v_uC27rJLCn70,250,182
v_QR2BmWR5FGM,190,132
v_NtX9Q0QX3sw,687,36
v_Sh8JODtAMhc,684,170
v_xQcJ8gTPRSU,619,16
v_xAPz4YOcIX0,526,73
v_eOsASILOUZM,93,62
v_88Mt7VfUQBU,643,145
v_O8jThut7tAQ,483,109
v_e5XATG2IK6Q,487,136
v_d-NsZZkxTa0,193,179
v_He7CDkVm_aE,738,107
v_aVJRaXUjsEE,23,106
v_agZNSscDJww,415,141
v_2ehPAKS6Gpo,111,161
v_UmU8dx36O9w,320,165
v_U0jlI70N_DQ,387,30
v_99A2KqvfBLI,467,18
v_rBEQh8V2TI8,429,104
v_Mo9-1cuMVtQ,296,133
v_NulnzF8avMI,345,23
v_jhakEVLCqNM,545,187
v__ajGnJjNUX0,451,143
v_extd66Y1tJ8,329,165
v_7CeAzJF2z4o,692,92
v_7Ql7Hw6c1-o,523,154
v_YPNLMBhuDS8,523,31
v_oWsEp7hsmZg,366,127
v_iDofsMwceTo,376,156
v_5vlGKyxl22M,282,176
v_Z_1Zoc6lINU,787,77
v_LLD4SapVrgQ,772,102
v_o2hmponBzIE,514,104
v_qpeovDXc1cg,259,0
v_GPl7nFwqSgk,755,128
v_-K_cgWfJxiU,377,94
v_ciIaZrpHqgs,541,122
v_PwbZimjxzps,592,112
v_cUEGoRjraxM,622,75
v__yk7gjnHkjs,860,76
v_IKeV3kdX-_I,65,113
v_cg0sa6wYA1U,721,94
v_T98RJsOiQWc,331,139
v_QsfIM28uvHM,96,144
v_25dJIdZj6Xs,11,177
v_w6kBE7BHHeU,695,100
v_ghWwS5ev6xk,356,94
v_TdFvHyfq97o,183,74
v_ZwDfAhQVKLQ,165,194
v_zVMDHCnT-d4,229,32
v_lnx8WSmcLF8,301,11
v_EOvotFy4YX0,165,114
v_w-6Oo3bgms4,356,133
v_uvnrLngXHh8,744,60
v_-Pa52Pf_Raw,826,67
v_kIjYdddY3Xk,221,31
v_sPEed6XrTZA,466,136
v_lHy_OZ8GygM,638,68
v_q2JRY6-riYA,155,170
v_Bg-0ibLZrgg,793,186
v_cwVZNpqc-mQ,884,160
v_AlLg4ZaxDoQ,672,171
v_n33Uv--Lbl4,114,37
v_VTtRk9vvZoY,762,40
v_6dc-fQCzOiw,651,148
v_U2u9JboK97A,328,44
v_k-071peyck4,124,80
v_W04glwJ_IYI,359,135
v_BUqr7or97JA,196,100
v_tAleUKVZCD8,509,161
v_j_e8c6tOQG8,363,94
v_PqP3JIJEU5I,201,131
v_qZTAv1s_eBQ,313,164
v_7PSicg5Q2ZI,857,150
v_8BAn48zfc68,15,40
v_sb0r71oGs3M,234,196
v_OTwG3OCsPoY,381,194
v_uIl5Tj74sLw,119,22
v_jtyWcZGp4VA,812,135
v_sByOncVAMqg,371,54
v_TNwMZhQ7SFc,507,22
v_b02GzZM5iGI,232,27
v_FSU0YVLCoSc,611,49
v_poERMbR_nY4,697,182
v_64vbnwtL7I8,237,109
v_OZftVCeblMk,23,71
v_jETKNHeojN8,414,78
v_gaNiULmtQg8,409,54
v_a9qztQPPsJg,338,31
v_wC-k0Zfx-cM,327,185
v_O_StqLLpAVI,716,49
v_0T7yANM5I5Y,67,10
v_X-xQLFHZIOU,519,112
v_Y5puaQ9oNVw,181,96
v_qY8t0S0WWoA,84,153
v_Z2wZr0Beq9c,247,158
v__Z71mu4aQy4,174,8
v_Lfj9JC7uWmE,251,192
v_qcaaF0SqVss,151,126
v_JDfFAljt4JM,874,78
v_i7NKJhCdKx0,729,183
v_qakxXmFvFy0,181,111
v_J8VMY1SPJaY,674,94
v_dgXPoqHrKRM,476,182
v_rBsE1WGXbz0,244,48
v_hrN0hOmQrD4,371,171
v_IRj0d3cLi6g,94,33
v_7c5vvEn3uLk,434,113
v_sLq6p6NKApk,279,121
v_LFiGhD1OEws,403,141
v_3AWvyAJv20g,508,9
v_2ErgL7-MXHw,40,191
v_mdJHGKABLhU,224,60
v_aXnllTmgeqg,328,160
v_ErEr4Sxdprw,531,10
v_aRurjtzwmS8,244,185
v_ueDoskgg2yw,45,60
v_DIATqGGmG2g,700,96
v_Wir90-9HmAI,365,83
v_WreRcthWXv8,581,173
v_GoVqtUSnshE,699,32
v_T8nteSe3U9Q,544,199
v_p9JNte3VMKQ,815,178
v__CFadTE9L4I,468,80
v_d3crFny-e3E,252,58
v_894d9_pty3o,225,180
v__3lgJ6yp7o8,84,94
v_XFySa1Gc-yM,295,90
v_I9wra8bj2sg,84,113
v_xI_XIVYtERk,462,67
v_FRX4LTw9650,486,28
v_rtJTJ10ppRc,36,157
v_Mzojo2EeWu8,503,105
v_nHafujMomWg,373,155
v_ZVKUKjVYwF8,124,143
v_LKf1eTzmK14,734,176
v_vpvhtd7CqUA,664,112
v_JH31FxBZ5Xw,430,126
v_9DVsv84awMg,665,35
v_GldxuTsExZM,853,117
v_efkbBgZ2Mzo,224,129
v_4w_46rTInXI,829,106
v_sNeT1WZ9UwA,372,51
v_WwcbpTANbeU,290,41
v_X7-1DRvX-LU,853,53
v_w9M6GUCtoQQ,695,57
v_FK73jqIGUzE,62,198
v_ckzLOLHjP44,120,141
v_LwJFjFdJy5c,122,125
v_EVfTWz5GRGw,473,22
v_eksIn1NfWJg,168,165
v_7pYrfYFoxdc,707,181
v_4dyn1oKJO34,297,69
v_29kX1NaPGP0,371,39
v_yL7tvoBkkkI,96,80
v__CJaovqcgtM,29,126
v_4E89GQ2UnoQ,650,167
v_Y8WY_c3onSY,14,132
v_3HHAEmr0Q34,45,39
v_XQ4owd3yQ_4,111,186
v_TPqgLJpxyvY,690,173
v_mLijl36SjJU,539,143
v_hSYfK-W2UJQ,358,25
v_JkcoGLKl_0A,36,188
v_OCT2h1kmZoA,648,183
v_5mxY_p7N_Yw,589,161
v_K8ivAsscK98,769,160
v_M_LSDRzVN38,80,139
v_gWyBBQtsDhc,813,28
v_znhZPUF6xQw,281,96
v_-PbWrGLuHT8,197,84
v_Cb_R59_-0zU,372,50
v_lBfyQsXSvUk,392,57
v_qkHBMmMlEr8,221,44
v_ybcStSlBGPc,703,117
v_UnpBbcIa3zA,223,13
v_XkVicWlqTV4,241,157
v_Vx4ZW7Xseyg,615,62
v_MNSzt39_UbE,306,192
v_fny1HWXezlE,541,114
v_KDPa4AvVt0s,716,46
v_xQxT2_meU50,7,21
v_cgWhl3ZDuTQ,432,13
v_8874vqLm958,668,129
v_xi1oCOBPAzQ,1726,142
v_dQs2-z3TIes,218,78
v_zFb7PKk_-vA,351,171
v_9_7Z6Nhkzx8,734,87
v_2FcdD7WapJM,209,134
v_OLUOk4xfYWE,301,65
v_8b3ZBE0n3V8,69,100
v_iEWe6IYVIuk,156,25
v_vAzTt06gpgE,546,176
v_FRsHew2Pcko,229,160
v_lfuNoeRYWz4,391,50
v_fo0gFCcKdtg,190,94
v_Fu46pdVz4qY,397,9
v_GYkKMTl-0Os,92,16
v_5RLeo8LymY4,45,94
v_4DCxc6mO864,518,1
v_uhAIe9rcjSo,286,119
v_uMCyo89mK_E,325,124
v_Z-6dR4H2dns,1196,136
v_h-N9TvaBax8,236,46
v_Ig_AvatvYrk,869,68
v_c-3fceLb7n4,283,179
v_Pl4zAGveukQ,402,169
v_-lER_VO9LUo,93,75
v_q2VG0zzPJMw,95,198
v_aOrDnKEJAwQ,451,177
v_WRv7Kpf1KT0,55,199
v_ODblEia5mcI,356,101
v_KpoH4pBp9fg,833,149
v_tTBbFGv9emI,867,21
v_eLeGJBfqURA,565,125
v_X1vyuNazaIc,46,124
v_M7tUnCF9lU4,74,132
v_Db6sq4DjW7E,160,44
v_5wOmHw6Boj8,146,71
v_t6iq95QPZIg,406,177
v_q_eRxmeGJBY,365,23
v_yHXZZEucV1I,627,150
v_Z_lah8-xYx8,101,179
v_lAa8tS962Qg,826,52
v_ZpuZEui-Bu0,565,63
v_efaYmJsTDJc,275,134
v_lk2niPrG3y8,52,175
v_DWal5PJry6k,410,50
v_yOFIXQCbSqc,139,30
v_bUCMSDMB7MU,788,125
v_y47RXYfefvQ,45,169
v_iyGve9RCjV4,872,116
v_CJCONq_i1cQ,446,169
v_mB90PudOrnU,80,12
v_Qmo9D73hWXY,380,161
v_3fAVDJyrSQs,283,21
v_DuLweixeP8I,283,130
v_KSbIw1m2KoU,833,54
v_USwMjvs45MU,457,7
v_ReOsTqcQBmY,585,175
v_pmIJcJiydpk,45,86
v_N-92_rikI8U,461,183
v_b7Q-Jj9ZEH0,271,132
v_qp9OcGPufEc,694,125
v_Ie7DREiXp08,481,165
v_w_X7cLnFCYw,391,42
v_VqZr2oZk4z4,111,177
v_8NRv-75RlPI,302,129
v_RLdlDewtKbE,313,8
v_IwViXKNNBEU,35,13
v_o8EOFXW5GJo,577,16
v_dTZZq23pYFY,285,0
v_8GJWokVCzUM,131,7
v_zJX_Oh4yVnc,809,87
v_qzt9U8tEdJQ,686,180
v_qkN9uA8izVE,200,100
v_PdNb0g36a6U,205,23
v_y5j9TqTy9Xw,166,64
v_KlmlCbJup5A,181,137
v_3H7ZS0E90pY,402,54
v_mouMMOraPyw,658,94
v_rWHm1-o_zL0,606,152
v_P0A0rMgjXGQ,593,143
v_9qUbxwjh-4A,26,67
v_cudeag10U7Q,503,129
v_Eeq-noKrGwY,73,134
v_QElXIVBV-gk,666,56
v_-5K3KZ6fHuI,146,182
v_wUg9S2xx850,43,95
v_MyMYuXh8E0Y,837,134
v_J4UFrrwKUQA,646,85
v_1pOmOTz-bzk,197,94
v_kkLRLb8TGwI,473,30
v_AXA-G5DdNrU,268,167
v_0wwx4wnHv-U,31,39
v_waTjpd7yDkc,266,173
v_dm5ZnhOeBBQ,394,45
v_M-bUoaIqtDk,109,84
v_dukaFaotZGc,350,131
v_9AqHhUuE9bE,103,77
v_Tfqln6lL7q0,456,180
v_YGBldj7DUq4,673,94
